Ram,Weight,TouchScreen,Ips,Ppi,HDD,SSD,Company_Acer,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_2 in 1 Convertible,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,Cpu_brand_AMD Processor,Cpu_brand_Intel Core i3,Cpu_brand_Intel Core i5,Cpu_brand_Intel Core i7,Cpu_brand_Other Intel Processor,Gpu_brand_AMD,Gpu_brand_Intel,Gpu_brand_Nvidia,Os_Mac,Os_Others,Os_Windows,Price
-0.08852976671846739,-1.0043896728506654,-0.4151508526002886,1.6040678626121678,1.8648697193174977,-0.7994232421499583,-0.31255287528819825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,11.175754549129524
-0.08852976671846739,-1.0492444499267601,-0.4151508526002886,-0.6234150208405369,-0.44866217818294424,-0.7994232421499583,-0.998790117627635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,10.77677731765335
-0.08852976671846739,-0.27176164727445173,-0.4151508526002886,-0.6234150208405369,-0.13335625788174083,-0.7994232421499583,0.3736843670512386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,10.329931067029484
1.480945679496035,-0.3166164243505465,-0.4151508526002886,1.6040678626121678,1.7146403753239625,-0.7994232421499583,1.7461588517301123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,11.814475944954545
-0.08852976671846739,-1.0043896728506654,-0.4151508526002886,1.6040678626121678,1.8648697193174977,-0.7994232421499583,0.3736843670512386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,11.473100972779063
-0.8732674898257186,0.08707656933430602,-0.4151508526002886,-0.6234150208405369,-1.0828886843047505,0.16596843750555662,-0.998790117627635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,9.967025573340116
1.480945679496035,-0.0026329848178835015,-0.4151508526002886,1.6040678626121678,1.7146403753239625,-0.7994232421499583,-0.998790117627635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,11.64410811545818
-0.08852976671846739,-1.0492444499267601,-0.4151508526002886,-0.6234150208405369,-0.44866217818294424,-0.7994232421499583,-0.998790117627635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,11.03061499223515
1.480945679496035,-1.1090508193615534,-0.4151508526002886,-0.6234150208405369,0.24262624856091022,-0.7994232421499583,1.7461588517301123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,11.28544251205692
-0.08852976671846739,-0.6605030486006059,-0.4151508526002886,1.6040678626121678,0.24262624856091022,-0.7994232421499583,0.3736843670512386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,10.621951541079865
-0.8732674898257186,-0.27176164727445173,-0.4151508526002886,-0.6234150208405369,-1.0828886843047505,0.16596843750555662,-0.998790117627635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,9.951658096208996
-0.8732674898257186,-0.27176164727445173,-0.4151508526002886,-0.6234150208405369,-0.13335625788174083,0.16596843750555662,-0.998790117627635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9.81907645733616
1.480945679496035,-0.3166164243505465,-0.4151508526002886,1.6040678626121678,1.7146403753239625,-0.7994232421499583,0.3736843670512386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,11.775302049361828
-0.8732674898257186,0.23659249292128856,-0.4151508526002886,-0.6234150208405369,-0.13335625788174083,-0.7994232421499583,0.3736843670512386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10.187966701099125
-0.08852976671846739,-1.6772113289920865,-0.4151508526002886,1.6040678626121678,1.8516495370460666,-0.7994232421499583,0.3736843670512386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,11.116330976323743
-0.08852976671846739,-1.0043896728506654,-0.4151508526002886,1.6040678626121678,1.8648697193174977,-0.7994232421499583,0.3736843670512386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,11.301072237406668
-0.08852976671846739,0.23659249292128856,-0.4151508526002886,-0.6234150208405369,-0.13335625788174083,-0.7994232421499583,0.3736843670512386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,10.588945244611692
1.480945679496035,-0.3166164243505465,-0.4151508526002886,1.6040678626121678,1.7146403753239625,-0.7994232421499583,1.7461588517301123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,11.933438384721946
-0.08852976671846739,0.23659249292128856,-0.4151508526002886,-0.6234150208405369,-0.13335625788174083,1.1313601171610717,-0.998790117627635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,10.188167121983652
